番王小丑何足论,2,番王小丑何足论，
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,4889760.4442333076,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,4898507.2601698935,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,5012940.9542142814,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,5125681.2331011211,0.42857142857142855
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,5149363.7557794908,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,5163270.9576321738,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,5468167.3727021124,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,5571299.065784133,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,5608232.6463608714,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,5693701.1136842212,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,5765329.8761694161,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,5779012.5768953348,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,5851856.406370447,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,5880260.1001880011,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,5913487.9795976589,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,5929890.0805885028,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,5999459.3798162136,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,6087996.7547480101,0.0
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,6088437.4015813228,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,6162471.6889024405,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,6176696.2374521922,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,6184500.1823895127,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,6269267.9251915198,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,6319666.0518304789,0.14285714285714285
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,6340892.985356302,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,6359205.7020717533,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,6377329.7126944996,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,6398485.4477756554,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,6430008.0685955398,0.14285714285714285
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,6469379.7797554703,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,6481481.5669549368,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,6567369.9216177026,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,6570827.4793831287,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,6572017.0821570922,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,6578010.4966038847,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,6604903.3826533854,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,6609409.2102710446,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,6647408.7459132159,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,6741561.0126088588,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,6835738.1289314097,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,6836524.2161061121,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,6849798.2924362738,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,6904695.336881944,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,7021936.639525814,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,7121392.8444506507,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,7137347.4171397043,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,7166712.2318007257,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,7187183.9482956044,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,7210933.1625259835,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,7211241.0460037645,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,7283779.8576331697,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,7315220.6792540606,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,7331533.1810306534,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,7358077.298803078,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,7365979.8478355706,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,7402643.166510581,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,7409515.8231573133,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,7419764.5354834832,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,7423350.9514618646,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,7444625.7942802692,0.14285714285714285
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,7491973.418115871,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,7501914.281072231,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,7514114.9862583065,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,7532752.4265079778,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,7533646.8945033289,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,7662814.4445693688,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,7669139.0449639205,0.14285714285714285
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,7687515.4718343792,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,7716023.1202727053,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,7728065.7865062635,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,7734091.4354261188,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,7742115.3600804433,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,7742115.3600804433,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,7757795.9373506773,0.14285714285714285
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,7779941.0521492409,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,7800654.7808151366,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,7834286.9401705153,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,7855255.2101373924,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,7908250.2822285248,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,7933260.7822407354,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,7934628.1787158987,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,7934628.1787158987,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,7950909.681968431,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,7958805.5850119796,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,7982013.6696699802,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,7999430.325297283,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,7999511.1751596723,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,8036294.2260462893,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,8089774.0520204436,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,8109496.4664966445,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,8134478.5288773132,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,8151209.6316281306,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,8155143.1203897726,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,8170551.9787367983,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,8182404.6057844823,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,8192707.2674773587,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,8192848.9394574491,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,8212713.9600151554,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,8219240.4747147597,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,8236086.0553462096,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,8274250.4727413384,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,8293154.410683929,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,8311071.1809546007,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,8314143.3838096261,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,8324819.3227349538,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,8400195.8851582408,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,8401411.5397211593,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,8422448.9675459098,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,8423311.6356081646,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,8488830.4315179661,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,8600354.1596573927,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,8608072.0794703308,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,8619465.1723655574,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,8661407.6994851921,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,8666312.6208623406,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,8674058.7103835177,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,8674792.8913339414,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,8676298.5224661343,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,8682812.5217872411,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,8683133.0035444684,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,8767728.3406395577,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,8773118.14169343,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,8812964.666119704,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,8827018.0705925599,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,8827788.0902625099,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,8833348.4572032969,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,8840768.816722434,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,8846215.1066687126,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,8929378.7964913379,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,8933343.1090159137,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,8936041.6375362556,0.14285714285714285
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,8955556.0202321522,0.14285714285714285
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,8978451.2849035803,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,9013077.5897415727,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,9016764.6864208393,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,9106296.5538193788,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,9128363.4670120124,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,9140008.6740396377,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,9157228.5653719939,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,9179558.60632471,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,9222566.937777007,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,9231358.8268800098,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,9231853.4479957577,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,9274776.6852837969,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,9280179.8193336129,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,9333381.680229675,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,9338908.458491398,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,9357393.505522728,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,9361002.5955731422,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,9389035.8195681311,0.14285714285714285
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,9409649.2025061455,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,9418812.7488320004,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,9458259.8694372922,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,9461586.3863010369,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,9474278.5568990428,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,9485216.1862900034,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,9486304.2709491178,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,9537850.4927736558,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,9538583.738496406,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,9630444.2879135441,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,9632372.0470666997,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,9657586.0087111033,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,9683706.7029628269,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,9684056.6718652472,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,9696381.76337016,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,9712108.3822567649,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,9741028.4211624824,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,9742934.2515255343,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,9784128.2605885677,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,9846512.2447459605,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,9867103.2667246945,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,9877009.1538822986,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,9929396.1690215096,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,9933317.9086118266,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,9954990.0945876688,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,9974537.6122351233,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,9979228.0811091512,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,10009680.34336357,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,10009680.34336357,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,10014192.796166712,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,10037343.038519468,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,10050544.63247578,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,10118791.991666507,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,10149952.556562411,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,10156600.400754612,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,10198864.814379297,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,10220464.591754697,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,10239449.647678496,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,10258870.480523571,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,10283587.913550857,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,10290769.838733375,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,10337127.091160107,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,10383981.849798622,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,10384300.049502615,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,10389996.106236011,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,10418178.672378937,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,10454300.172440102,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,10479244.738827892,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,10481237.360740276,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,10503417.144595854,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,10508359.561540112,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,10534146.138765369,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,10543136.978374174,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,10559813.007173557,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,10571377.263461672,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,10592381.984410917,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,10596320.774747614,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,10648893.705473775,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,10657237.16055325,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,10659373.549898282,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,10662884.221815145,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,10669964.584926045,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,10697700.232370287,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,10718687.730067443,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,10752770.185119439,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,10755805.109738415,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,10795332.122112909,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,10820852.240768159,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,10863784.990456782,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,10943596.581018219,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,10976921.04940038,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,10992452.346173953,0.0
