有生之日责当尽,7,有生之日责当尽，
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,5742889.8574330993,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,5760928.0011455473,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,5799652.3870354295,0.14285714285714285
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,5818905.1942457585,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,5834097.4664894938,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,5848062.0347831016,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,5885196.7797801662,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,5916107.2042854941,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,5952193.5903238412,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,5960133.3292105924,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,5979880.2673475286,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,6027731.8933039168,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,6037930.2756076185,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,6056301.3707761168,0.14285714285714285
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,6069588.085714302,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,6088143.8633768652,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,6090072.5806374634,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,6129584.9288948867,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,6132131.4575471273,0.14285714285714285
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,6172448.5811515041,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,6174880.4216586193,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,6209089.625979281,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,6211256.7036901256,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,6223654.6661711223,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,6227209.7076669186,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,6228321.6320303651,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,6228349.6684987061,0.14285714285714285
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,6228560.773108256,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,6243418.3959908988,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,6267170.1064400626,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,6271839.9156614644,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,6350995.108207766,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,6351855.2645171853,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,6354811.8378035296,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,6362551.9281843659,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,6370509.4295881381,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,6373829.7473034263,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,6379074.3184440807,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,6408752.4203786179,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,6412425.7103370661,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,6490207.9088472407,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,6520587.7776918579,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,6564451.1665467462,0.14285714285714285
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,6572086.5698619355,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,6574392.3860089323,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,6586014.8206374925,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,6592602.3042870956,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,6600457.9513079189,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,6625266.4747021366,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,6630507.420587711,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,6630840.4568439228,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,6660227.6364933914,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,6662441.8311308669,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,6673347.9774909988,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,6690630.530303576,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,6694932.6776786912,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,6701166.570952395,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,6739186.8840969242,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,6746906.4900384238,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,6828622.5600480018,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,6841705.9973321185,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,6848905.4541414678,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,6894530.5973131852,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,6914086.0273846202,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,6916175.2225088496,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,6916336.4333287496,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,6920170.7690234371,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,6926368.4373667706,0.14285714285714285
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,6934120.5059858011,0.2857142857142857
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,6951926.1292484254,0.14285714285714285
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,6953601.9720995231,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,7022495.7066374449,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,7026067.6017987318,0.2857142857142857
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,7026804.8603964653,0.14285714285714285
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,7029930.1749908673,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,7042555.1505318806,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,7064235.3588768356,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,7082761.6806900259,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,7083483.7687344309,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,7115351.2546765115,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,7135786.632357236,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,7167072.9646877348,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,7199076.1222997922,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,7236569.4972218284,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,7273294.8518043654,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,7274922.7090893453,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,7289877.9488410456,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,7302664.9206007337,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,7329227.6727768863,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,7343510.818764206,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,7385868.6780863358,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,7387358.4495206233,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,7399720.8111789925,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,7429149.9259718629,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,7449754.1684932746,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,7458114.0124082137,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,7540527.2578172972,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,7541768.2704736115,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,7606042.9776274888,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,7654272.9860666059,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,7714232.3857326237,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,7726825.8171718186,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,7740920.5128111318,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,7754409.4855405362,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,7785530.7447815817,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,7809299.6627767868,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,7811486.0221728431,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,7826349.6921274941,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,7833464.0539845265,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,7843315.2874722825,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,7850198.2532295054,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,7853442.3286991483,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,7892830.9753335398,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,7900129.8955814466,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,7902671.9601088678,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,7907353.4624793157,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,7917855.2957448494,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,7931533.0442594113,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,7935098.3586216336,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,7966537.6548785986,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,7970648.4211293068,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,7979320.1543376269,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,8016930.776012525,0.14285714285714285
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,8033121.6921426905,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,8075046.0356557788,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,8076002.7952416381,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,8089506.6610354735,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,8095312.6579852188,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,8102314.4634793447,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,8106156.2065552128,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,8106885.3262532074,0.2857142857142857
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,8142426.8399804672,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,8181312.5682720989,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,8204176.0451854663,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,8223594.522194339,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,8238139.0547123756,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,8241005.548941928,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,8255274.6365296626,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,8275825.4730305197,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,8301464.0071294587,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,8342557.7332462249,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,8404614.6187556665,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,8436518.0997667611,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,8465017.3737124838,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,8470135.4418973941,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,8527581.4115598705,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,8545682.6672036815,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,8562393.1801022626,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,8570847.3357367329,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,8645933.8428742886,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,8663303.687283339,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,8691303.4042956643,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,8700246.9906669948,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,8725040.5794920959,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,8775254.875644682,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,8790160.9189318381,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,8790160.9189318381,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,8793628.8750765994,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,8837732.3927673493,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,8869551.0220161937,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,8889878.2852065507,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,8933159.1930686776,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,8990111.6957350615,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,8992627.102942219,0.14285714285714285
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,9009321.8363588173,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,9088814.8894670159,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,9130775.6418851819,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,9164904.9601552784,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,9255721.2923466824,0.14285714285714285
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,9295098.0723755192,0.0
