寸土怎能够属于他人,29,寸土怎能够属于他人。
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,6571079.7371885628,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,6601068.9991298122,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,6628424.0782352546,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,6656901.178789597,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,6659894.7012974638,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,6691913.7650384512,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,6744138.7992042908,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,6745388.6914526727,0.1111111111111111
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,6763192.9968473287,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,6767040.1235331148,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,6779262.6034888597,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,6784309.9038954545,0.1111111111111111
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,6787367.4204011234,0.2222222222222222
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,6792101.4939262904,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,6800887.3568571592,0.1111111111111111
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,6804933.1164478147,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,6823566.0975596681,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,6829627.7434480721,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,6833301.8935152628,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,6837496.7407021672,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,6840528.2497395547,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,6860671.8663810566,0.1111111111111111
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,6906529.7174625481,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,6917889.6298383512,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,6923259.5957835354,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,6928610.8277430246,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,6942089.8451671964,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,6945198.4510265645,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,6964291.5701497821,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,6975590.1907485947,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,6988830.7992226696,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,6994408.5734608164,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,7058491.8583450494,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,7059944.0591677791,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,7087519.957163115,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,7100502.3513496565,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,7105134.2816485623,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,7153859.3662063954,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,7173541.6169474097,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,7185885.1590840872,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,7224940.147175598,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,7271627.9630194269,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,7288179.7131187543,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,7297942.1140779806,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,7300716.898672089,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,7304212.3810584005,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,7304848.6210309453,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,7315591.2462548129,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,7342542.1920588594,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,7354941.7572462996,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,7370339.7673554188,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,7409629.6366404044,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,7431059.0447924528,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,7448799.2626407854,0.2222222222222222
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,7455446.5204988401,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,7458779.5875054849,0.2222222222222222
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,7475839.8547400795,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,7509272.6647245679,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,7552651.8956104293,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,7553180.6246570423,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,7601961.0050289985,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,7613388.3175201938,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,7638357.9506058227,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,7644278.5747033693,0.1111111111111111
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,7648607.622860481,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,7662126.0401374586,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,7666256.7313483739,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,7673282.1478764247,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,7685457.2675830778,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,7688457.8352467697,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,7718343.2730688201,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,7730315.194396235,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,7754309.6108631277,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,7766775.8568027094,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,7842731.0207454516,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,7859470.5853510769,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,7875998.0254617333,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,7886721.2261436777,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,7891985.4352008337,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,7915658.7513425555,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,7917458.4872629326,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,7918765.9221608415,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,7978362.329893291,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,7980123.4842463322,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,7984639.1173012853,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,8008045.5796053372,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,8057078.920214097,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,8071806.3208509218,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,8076929.7269512862,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,8081055.8394559231,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,8082929.0148873031,0.1111111111111111
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,8122051.2935037846,0.1111111111111111
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,8130681.7168890983,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,8155426.2025375562,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,8162598.5385938305,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,8178413.2654715907,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,8204834.8760498771,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,8210113.3857276328,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,8240080.563168562,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,8262813.9647517763,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,8262813.9647517763,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,8287880.4558362206,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,8287987.8195986366,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,8301226.8050771635,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,8307594.4967481131,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,8315486.2331040287,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,8347864.3960126471,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,8375411.5777846957,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,8406361.5084987599,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,8416100.9625202511,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,8422282.8083007578,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,8449999.1102559064,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,8451574.9878852442,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,8463488.6782463621,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,8497629.2003605831,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,8516130.9062382765,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,8526110.926497357,0.1111111111111111
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,8549693.2927682195,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,8565480.6704122368,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,8576759.2631432191,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,8600053.0502043031,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,8603001.2455701008,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,8634921.6668882705,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,8649658.6190369464,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,8661369.7429716866,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,8672117.0399523042,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,8715608.55224883,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,8733704.3171758335,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,8762661.7556403056,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,8774231.1113826986,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,8807250.0427740347,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,8840566.8377400246,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,8877343.0407996736,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,8887828.6237769518,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,8892436.6193100866,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,8898514.320267044,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,8905029.872815052,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,8966154.6801787987,0.0
