敌血飞溅石榴裙,0,敌血飞溅石榴裙。
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,4990390.1836449094,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,5009300.5244527776,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,5011007.6390505191,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,5013400.7393554486,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,5021173.6065477226,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,5023082.0557135846,0.0
sdxp-SuLongWei-WuJiaPo.xml_37,欺奴犹如欺了天。,5033613.3007752858,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,5047325.8084275527,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,5060364.5825011665,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,5075884.8108294383,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,5086981.3672570791,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,5111006.1272621742,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,5113318.5226548612,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,5118796.2623636229,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,5172885.6957468232,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,5190189.3888418302,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,5191580.4983784184,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,5195886.7787840925,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,5201533.383081696,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,5219108.1739413701,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,5235645.9592449795,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,5254590.3995650923,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,5254637.6944554914,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,5261307.125571372,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,5264595.4633744452,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,5307870.5367122386,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,5309927.4928731462,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,5328073.2463939693,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,5328073.2463939693,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,5329686.4039796917,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,5333359.8377675759,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,5388690.0514242165,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,5406118.9047002979,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,5441352.8499942133,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,5475463.3752419455,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,5511590.3001699075,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,5512600.7700131731,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,5519997.931172031,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,5531806.7532899585,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,5535347.3644658411,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,5538418.083123426,0.0
sdxp-DangNianHan-SanJiZhang.xml_12,登台拜帅天下闻。,5547775.5535472501,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,5566996.99272798,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,5574506.3094284292,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,5586607.4428414414,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,5590971.5210643066,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,5635927.4916496361,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,5648269.2200519601,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,5663200.3667492839,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,5676396.3499544812,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,5719269.2471308308,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,5731359.0891820611,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,5740410.3794858642,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,5773891.7495713281,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,5777004.7562726652,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,5780803.3478895258,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,5790671.7439729618,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,5827051.9367072545,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,5828310.1983773783,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,5861008.5906339735,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,5895287.872337536,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,5902551.9555489738,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,5920531.2894113362,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,5944683.1572526433,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,5978079.2904777117,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,6002570.3658391936,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,6005944.4560841788,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,6011280.4252847228,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,6014115.4579763236,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,6020913.0320400642,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,6026767.4208116895,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,6028552.0980856353,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,6067247.0372695504,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,6087566.187873302,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,6088949.8518238552,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,6168369.0708726021,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,6174567.8594212709,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,6185666.1555040795,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,6186609.2473337715,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,6189363.071133703,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,6202358.3726491667,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,6211113.3183431178,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,6219561.305210676,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,6254236.2157861125,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,6256229.6287992746,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,6260367.6276163822,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,6270375.599478757,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,6292015.1574712638,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,6292799.2287960984,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,6324375.0887653101,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,6340951.3309353134,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,6362169.9052258814,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,6369169.4531185599,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,6378011.7152398974,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,6403590.4021343738,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,6421951.527105635,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,6428102.9669267768,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,6438372.4909659112,0.0
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,6444390.6973492866,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,6446532.2195347631,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,6546675.5048869215,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,6564845.2875599731,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,6577355.0299177589,0.0
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,6578379.8467110824,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,6627495.1627071686,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,6664041.8924451154,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,6667970.5825684853,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,6692825.8689660802,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,6698776.8562296582,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,6710671.8755298024,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,6723476.2078488655,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,6748784.081064445,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,6757041.4073569728,0.14285714285714285
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,6760238.9859096743,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,6766161.7307727234,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,6768037.8890567897,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,6802650.4831327973,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,6809510.0535437576,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,6821630.6674030125,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,6823214.1228407165,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,6827631.0424619624,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,6828882.0663725426,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,6832282.637503678,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,6836987.344001947,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,6839871.8407899672,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,6845414.5003665974,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,6854833.1513735829,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,6854833.1513735829,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,6873104.3800019044,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,6885244.3081181049,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,6890339.0930291405,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,6907535.0014927378,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,6928892.8870495614,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,6932929.3169448003,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,6933997.3079178557,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,6945429.178629932,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,6951201.3018808402,0.0
daeh-ZiNaRi-ErJinGong.xml_9,想起了老王爷好不惨伤。,6967198.0098351352,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,6985664.0256409496,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,6992928.1462394996,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,7051944.9479298256,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,7067268.3266426623,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,7077312.0268141683,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,7085571.7576281987,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,7086893.2562445113,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,7093570.998818011,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,7105292.8612969294,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,7126885.2121779257,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,7139661.7212633397,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,7166547.4313043235,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,7169372.0791168772,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,7182747.1458420102,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,7183582.2725888938,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,7190250.3084426085,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,7198829.3873954676,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,7201658.8313686689,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,7217685.5369940512,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,7239593.0243735481,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,7245951.4992030514,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,7250325.8012428926,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,7268374.7726034988,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,7282637.275861457,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,7288721.576729361,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,7301488.739928023,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,7316103.0043750424,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,7333998.2098188503,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,7335507.6313578021,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,7355809.8873655228,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,7428380.1766053345,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,7441914.5673108399,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,7459571.7453574818,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,7489771.8580423594,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,7507491.9716682676,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,7512525.8436804274,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,7550811.3855451755,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,7565156.0284373984,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,7568129.0801923489,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,7601559.478102521,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,7636075.7225336647,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,7636809.8334210748,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,7643298.0093017919,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,7654991.234829925,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,7683034.5880349297,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,7720031.3914947836,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,7738687.2415674329,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,7740194.1364870919,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,7755750.9518825831,0.0
