我一剑能挡百万的兵,14,我一剑能挡百万兵。
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,6264982.8855331,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,6279014.5418406231,0.1111111111111111
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,6287957.1784179639,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,6315419.9615017436,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,6363343.2294673696,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,6372173.2324449439,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,6392210.9027771717,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,6398563.6000455003,0.2222222222222222
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,6413946.7813763311,0.1111111111111111
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,6431552.9214733774,0.1111111111111111
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,6474212.5895030238,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,6497312.9568876149,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,6514168.8592626397,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,6545432.028825596,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,6570002.231980796,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,6574744.7605770426,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,6582287.2503570439,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,6609133.5505089369,0.0
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,6620646.3346650423,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,6657109.2515457254,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,6672173.0844889637,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,6681164.3967071231,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,6687278.488584362,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,6738447.8632663395,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,6783263.4585578097,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,6792806.9742571013,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,6800105.2761470024,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,6812762.8213853007,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,6837783.0312725557,0.1111111111111111
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,6851696.9745162297,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,6854049.7609362751,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,6871700.6639380734,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,6884761.1182395369,0.0
daxp-WoZhuYe-SiLangTanMu.xml_2,众卿随忙挂点亲率官员，,6900889.4795297189,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,6944541.0768328561,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,6995941.235292471,0.1111111111111111
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,7005484.8351547858,0.1111111111111111
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,7026637.983875094,0.1111111111111111
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,7051887.7852712572,0.1111111111111111
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,7083503.724479774,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,7111422.5597745012,0.2222222222222222
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,7118900.0344311977,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,7149701.2106182808,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,7151954.5361562418,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,7164242.9481274365,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,7215947.8005052703,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,7229643.4625322726,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_2,暗地堪笑我兄长，,7257351.4047997314,0.1111111111111111
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,7265770.9638437517,0.1111111111111111
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,7266521.3219748046,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,7273435.0673063472,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,7316737.4175729277,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,7348246.5146455793,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,7349727.674717349,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,7407544.6474486291,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,7424830.1359568397,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,7432868.6915172953,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,7468292.9697895916,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,7490668.8443412418,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,7515123.180437874,0.2222222222222222
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,7516711.9745424539,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,7541216.0561881289,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,7550084.4164295914,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,7573810.7299918849,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,7575197.698513411,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,7605611.4742951235,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,7608509.4049425479,0.0
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,7619378.9664585022,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,7620024.1431958266,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,7628683.8316307459,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,7640350.6001235954,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,7649237.1587558435,0.2222222222222222
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,7649484.5167518277,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,7664668.7729205387,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,7705537.289707181,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,7741141.7620920371,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,7798043.2405560734,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,7802542.4414952844,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,7806696.9200963425,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,7861176.2039683126,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,7866828.4751709914,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,7871413.9277817234,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,7872312.2899989653,0.2222222222222222
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,7918509.9220700236,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,7920016.5351864193,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,7925171.3216282772,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,7944322.8340501692,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,7952114.1308072042,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,7989582.8257198967,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,8040948.3425133927,0.1111111111111111
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,8072391.4669792168,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,8108680.0857540797,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,8120171.4191407273,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,8125562.2986450717,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,8130150.2001070306,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,8141840.111378232,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,8157146.8336617397,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,8174875.0742698675,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,8180815.8919137521,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,8190233.5080332439,0.1111111111111111
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,8226424.6485260371,0.1111111111111111
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,8229582.6196090924,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,8233770.3692248007,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,8274931.577297858,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,8287335.0336193824,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,8322603.9361363752,0.1111111111111111
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,8352611.8703641193,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,8371868.2625446981,0.2222222222222222
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,8371868.2625446981,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,8387944.5844719671,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,8426633.2416928858,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,8442366.8400817774,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,8448007.8522935528,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,8465101.936688073,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,8469575.2360448446,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,8472048.1012548935,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,8481792.1653307937,0.1111111111111111
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,8513174.8283760119,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,8552195.3690070808,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,8560840.9639784843,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,8615898.9473386612,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,8631142.3633829858,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,8651049.568236148,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,8669118.038696833,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,8669708.0228897892,0.2222222222222222
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,8726361.7965680845,0.1111111111111111
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,8726935.1135576796,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,8744851.3384435866,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,8748505.9582892433,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,8777830.3405728079,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,8784539.6324463133,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,8796478.9178511072,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,8812135.2913837135,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,8823138.9168285336,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,8827891.9911405481,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,8841028.3537855968,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,8856721.2558624335,0.2222222222222222
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,8858685.6910805404,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,8872492.1274650693,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,8914365.7534825839,0.2222222222222222
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,8924620.7068904787,0.1111111111111111
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,8925095.1241412014,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,8930087.1444188226,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,8931973.1574596092,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,8932237.1009570081,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,8936632.6811473072,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,8940338.5199584346,0.1111111111111111
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,8958843.7163832448,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,8976674.3328537606,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,8985641.2989286128,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,8990648.0325177778,0.2222222222222222
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,8992543.2639576029,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,9001606.7964147646,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,9048773.8765374925,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,9076110.0039753206,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,9080305.3369870037,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,9136229.8187206835,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,9154503.3900612798,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,9169595.5228743795,0.2222222222222222
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,9170755.9533801973,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,9183402.0733185783,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,9204626.7176597957,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,9212904.5767968446,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,9256692.0953017641,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,9274652.8838411104,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,9288852.2900756933,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,9289148.0570960846,0.1111111111111111
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,9295165.9973656274,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,9317720.550507186,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,9324382.7648090757,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,9360070.8848554734,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,9366050.326814523,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,9369768.4145052917,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,9464353.0243130978,0.1111111111111111
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,9496089.1649524439,0.0
